id,Descripción,Link
926,un hombre nativo indígena de brasil dispara una flecha ,https://media.gettyimages.com/id/1129586500/es/foto/un-hombre-nativo-ind%C3%ADgena-de-brasil-dispara-una-flecha.jpg?s=612x612&w=0&k=20&c=SlD3rfnSupoAULPkA4xsHCKCtSpiT_E-9lhTgY127V4=
927,un hombre nativo indígena de brasil dispara una flecha. ,https://media.gettyimages.com/id/1129586499/es/foto/un-hombre-nativo-ind%C3%ADgena-de-brasil-dispara-una-flecha.jpg?s=612x612&w=0&k=20&c=pDTF7xYo9_XDrtadIjeCdUhUCYULFkxCSH99vzFiNEE=
928,un hombre nativo indígena de brasil dispara una flecha ,https://media.gettyimages.com/id/1129586498/es/foto/un-hombre-nativo-ind%C3%ADgena-de-brasil-dispara-una-flecha.jpg?s=612x612&w=0&k=20&c=0e0kJ2ZgnNZeqeqvrepSdkhtvX8pXP1TeGz4eEWHQRE=
929,"indígena brasileña joven, retrato de tupí guaraní, origen étnico, en una choza ",https://media.gettyimages.com/id/1019098564/es/foto/ind%C3%ADgena-brasile%C3%B1a-joven-retrato-de-tup%C3%AD-guaran%C3%AD-origen-%C3%A9tnico-en-una-choza.jpg?s=612x612&w=0&k=20&c=2RXMewBzXT29pyyyZ9eLtv2jnUN2zw-Sf1BVhWRBXSo=
930,indígenas brasileño joven explorando la selva ,https://media.gettyimages.com/id/1019098078/es/foto/ind%C3%ADgenas-brasile%C3%B1o-joven-explorando-la-selva-de-la-etnia-guaran%C3%AD.jpg?s=612x612&w=0&k=20&c=vL6T3XsRII_z5gVy_VqruZFxHU1rkl_RaTjBtjiib3M=
931,"mujer brasileña indígena, de etnia guaraní, preparar la comida de palmito ",https://media.gettyimages.com/id/1018791618/es/foto/mujer-brasile%C3%B1a-ind%C3%ADgena-de-etnia-guaran%C3%AD-preparar-la-comida-de-palmito.jpg?s=612x612&w=0&k=20&c=OTr-1f3hgQLng4pjJqjbH_ZE_l4Wdzeuy4jhiYMAXaI=
932,"mujer brasileña indígena, de etnia guaraní, cocina ""xipa"" ",https://media.gettyimages.com/id/1018511928/es/foto/mujer-brasile%C3%B1a-ind%C3%ADgena-de-etnia-guaran%C3%AD-cocina-xipa.jpg?s=612x612&w=0&k=20&c=BPNC8tFDRFKkH2zz3MnUQNUhacXrpL6yyZeOO6LfQO8=
933,turismo mujer disfrazada como indígenas en la selva ,https://media.gettyimages.com/id/1018508618/es/foto/turismo-mujer-disfrazada-como-ind%C3%ADgenas-en-la-selva.jpg?s=612x612&w=0&k=20&c=Ix4eVPWxFyC8jv4nPHgNGyX2vNeriOhjSBom6ESKPvE=
934,mujer brasileña vistiendo como tribu indígena brasileña ,https://media.gettyimages.com/id/1018508608/es/foto/mujer-brasile%C3%B1a-vistiendo-como-tribu-ind%C3%ADgena-brasile%C3%B1a.jpg?s=612x612&w=0&k=20&c=GQ9lZh3UaB_pXyeWAqvB4hR8SpNq42PjpsJ32_wvYFY=
935,joven brasileña indígena de la etnia guaraní que muestra la selva turística ,https://media.gettyimages.com/id/1018446006/es/foto/joven-brasile%C3%B1a-ind%C3%ADgena-de-la-etnia-guaran%C3%AD-que-muestra-la-selva-tur%C3%ADstica.jpg?s=612x612&w=0&k=20&c=K4DHIETyOkfXqyjlDeMJTIw5pgefBD4GAdJuFVkqG1g=
936,indígenas brasileños joven retrato de etnia guaraní ,https://media.gettyimages.com/id/1018401698/es/foto/ind%C3%ADgenas-brasile%C3%B1os-joven-retrato-de-etnia-guaran%C3%AD.jpg?s=612x612&w=0&k=20&c=sdGkCj6rl3HP_C0Fud9biz35rTdv3cPPbI49jEc3sHA=
937,"niño indígena brasileña, retrato de tupi guaraní etnia ",https://media.gettyimages.com/id/1018241724/es/foto/ni%C3%B1o-ind%C3%ADgena-brasile%C3%B1a-retrato-de-tupi-guaran%C3%AD-etnia.jpg?s=612x612&w=0&k=20&c=-53GrZQCbTWP2oH_z-YS6GN2CJ1eE83mLDnO-bOX5Bk=
938,"indígena brasileña joven, retrato de tupí guaraní, origen étnico, en una choza ",https://media.gettyimages.com/id/1017724404/es/foto/ind%C3%ADgena-brasile%C3%B1a-joven-retrato-de-tup%C3%AD-guaran%C3%AD-origen-%C3%A9tnico-en-una-choza.jpg?s=612x612&w=0&k=20&c=Aof0Uy-BSi2UFOUqIZTaeRphiD3lCHWfPOSqMEccdtI=
939,"puyo, ecuador-25 de marzo de 2023: feria de artesanía de la provincia de pastaza. una joven y hermosa mujer indígena shuar con vestimenta típica y pintura facial ofrece productos artesanales hechos por mujeres de la región amazónica ecuatoriana.",https://www.shutterstock.com/image-photo/puyo-ecuadormarch-252023-pastaza-province-600nw-2313309451.jpg
940,"manaus, brasil - 08-29-2023: niños indígenas de la tribu amazónica que pescan en el bote del río al atardecer",https://www.shutterstock.com/image-photo/manaus-brazil-08292023-native-amazon-600nw-2368931747.jpg
941,"chamán en amazonia ecuatoriana durante una ceremonia real de ayahuasca, imagen publicada como se ve en abril de 2015",https://www.shutterstock.com/image-photo/ecuadorian-indigenous-male-shaman-amazonia-600nw-1680700432.jpg
942,"sao paulo, sp, brasil - 23 de abril de 2023: mujer indígena en la aldea amazónica brasileña con un colorido tocador de plumas.",https://www.shutterstock.com/image-photo/sao-paulo-sp-brazil-april-600nw-2347834305.jpg
943,"indio de la tribu pataxó, con una cabeza de plumas y un arco y flecha. ancianos indio brasileño",https://www.shutterstock.com/image-photo/indian-tribe-feather-headdress-bow-600nw-1940396401.jpg
944,"cierre de la fruta fresca de bayas de acai en la mano sucia del hombre durante la cosecha en la selva amazónica, brasil. enfoque selectivo. concepto de alimentación, salud, medio ambiente, ecología, agricultura, cosecha, naturaleza.",https://www.shutterstock.com/image-photo/close-fresh-acai-berries-fruit-600nw-1913293123.jpg
945,"el chamán de la tribu pataxó, con la toalla de plumas y fumando una pipa. indios brasileños mirando la cámara",https://www.shutterstock.com/image-photo/shaman-tribe-wearing-feather-headdress-600nw-1940396683.jpg
946,"amazonia, perú - 4 de diciembre de 2017: madre con un niño pequeño en una honda en un pequeño pueblo en medio de la selva amazónica a orillas del río amazonas. amazonía. sudamérica",https://www.shutterstock.com/image-photo/amazonia-peru-december-4-2017-600nw-2315382687.jpg
947,"cuenca, ecuador - 25 de marzo de 2023: feria de artesanías de la provincia de pastaza. una mujer indígena de nacionalidad huaorani (waorani) con ropa típica y pintura facial representa el arte hecho de fibra de palmas.",https://www.shutterstock.com/image-photo/cuenca-ecuador-march-25-2023-600nw-2308323323.jpg
948,"cuenca, ecuador - 25 de marzo de 2023: feria de artesanías de la provincia de pastaza en cuenca. una joven y hermosa mujer indígena achuar con ropa típica y pintura facial, representa el arte de cerámica hecho a mano.",https://www.shutterstock.com/image-photo/cuenca-ecuador-march-25-2023-600nw-2308323275.jpg
949,hombre indígena nadando en selva amazónica en bote hecho a mano,https://www.shutterstock.com/image-photo/native-tribal-man-swimming-amazonia-600nw-2103949319.jpg
950,"mujer indígena amazónica pintando artesanías conocidas como mokawas
en la selva ecuatoriana             ",https://www.shutterstock.com/image-photo/amazonian-indigenous-woman-painting-crafts-600nw-1734824717.jpg
951,"cuenca, ecuador - 25 de marzo de 2023: feria de artesanías de la provincia de pastaza en cuenca. un chamán de la nacionalidad indígena kichwa de la amazonía realiza una antigua ceremonia de purificación y curación.",https://www.shutterstock.com/image-photo/cuenca-ecuador-march-25-2023-600nw-2307817313.jpg
952,"mujer indígena kichwa con vestimenta tradicional caminando en la comunidad pilche cerca del parque nacional yasuní, selva amazónica, ecuador.",https://www.shutterstock.com/image-photo/indigenous-kichwa-woman-traditional-clothing-600nw-2236075137.jpg
953,"indio de la tribu pataxó, con tocador de plumas. anciano brasileño indio con la espalda a la cámara",https://www.shutterstock.com/image-photo/indian-tribe-feather-headdress-elderly-260nw-1940396419.jpg
954,pueblos indígenas. niños indígenas jugando ,https://www.shutterstock.com/image-photo/indigenous-people-children-playing-260nw-2205218617.jpg
955,"manacapuru, amazonas, brasil - 13 de agosto del 2016: niña indígena de la tribu sahu-ape sentada en una hamaca cubierta con pintura facial, sonrisas :)",https://www.shutterstock.com/image-photo/manacapuru-amazonas-brazil-august-13-260nw-2173334067.jpg
956,"pintura tribal sobre la cara de un hombre indígena. ciudad de manaus, estado de amazonas, brasil, 2 de agosto de 2022.",https://www.shutterstock.com/image-photo/indigenous-people-brazilian-amazon-dessana-260nw-2185504761.jpg
957,"chamán indígena de la etnia dessana de la amazonía brasileña en un ritual para recibir a los visitantes de su comunidad cerca de la ciudad de manaos. ciudad de manaos, brasil 21 de octubre de 2024.",https://www.shutterstock.com/image-photo/indigenous-shaman-dessana-ethnic-group-260nw-2534235819.jpg
958,"sonriente joven indígena del grupo étnico dessana tuyuka posando para una foto con adornos corporales y pintura facial. manaos, estado de amazonas, brasil, 13 de noviembre de 2024",https://www.shutterstock.com/image-photo/smiling-young-indigenous-woman-dessana-260nw-2544674357.jpg
959,"hombres indígenas de la etnia dessana tuyuka hacen fila para una fotografía con turistas. ciudad de manaos, estado de amazonas, brasil, 11 de noviembre de 2024.",https://www.shutterstock.com/image-photo/indigenous-men-dessana-tuyuka-ethnic-260nw-2543568783.jpg
960,"foto de un mural de una mujer indígena en la pared de una casa en manaos. manaos, amazonas, brasil 19.09.2024",https://www.shutterstock.com/image-photo/photo-mural-indigenous-woman-on-260nw-2550911089.jpg
961,"foto de un mural de una mujer indígena en la pared de una casa en manaos. manaos, amazonas, brasil 19.09.2024",https://www.shutterstock.com/image-photo/photo-mural-indigenous-woman-on-260nw-2550911085.jpg
962,"foto de un mural de una mujer indígena en la pared de una casa en manaos. manaos, amazonas, brasil 19.09.2024",https://www.shutterstock.com/image-photo/photo-mural-indigenous-woman-on-260nw-2550911095.jpg
963,"una joven y sonriente mujer indígena del grupo étnico dessana con pintura facial y adornos para el cabello. manaus city, amazonas state, brasil, 11 de noviembre de 2024.",https://www.shutterstock.com/image-photo/young-smiling-indigenous-woman-dessana-260nw-2544041349.jpg
964,"sonriente joven indígena del grupo étnico dessana tuyuka posando para una foto con adornos corporales y pintura facial. manaos, estado de amazonas, brasil, 13 de noviembre de 2024",https://www.shutterstock.com/image-photo/smiling-young-indigenous-woman-dessana-260nw-2544674349.jpg
965,"una joven y sonriente mujer indígena del grupo étnico dessana con pintura facial y adornos para el cabello. manaus city, amazonas state, brasil, 11 de noviembre de 2024.",https://www.shutterstock.com/image-photo/young-smiling-indigenous-woman-dessana-260nw-2544041359.jpg
966,"sonriente joven indígena del grupo étnico dessana tuyuka posando para una foto con adornos corporales y pintura facial. manaos, estado de amazonas, brasil, 13 de noviembre de 2024",https://www.shutterstock.com/image-photo/smiling-young-indigenous-woman-dessana-260nw-2544674355.jpg
967,"hombres indígenas de la etnia dessana tuyuka hacen fila para una fotografía con turistas. ciudad de manaos, estado de amazonas, brasil, 11 de noviembre de 2024.",https://www.shutterstock.com/image-photo/indigenous-men-dessana-tuyuka-ethnic-260nw-2543568773.jpg
968,"mujer indígena dessana permitiéndose ser fotografiada. está adornada con pinutras en su cara y adornos en su cuerpo y cabello. ciudad de manaos, estado de amazonas, brasil 26 de octubre de 2024.",https://www.shutterstock.com/image-photo/dessana-indigenous-woman-allowing-herself-260nw-2535871053.jpg
969,"hombres indígenas de la etnia dessana tuyuka hacen fila para una fotografía con turistas. ciudad de manaos, estado de amazonas, brasil, 11 de noviembre de 2024.",https://www.shutterstock.com/image-photo/indigenous-men-dessana-tuyuka-ethnic-260nw-2544021637.jpg
970,"una mujer indígena del grupo étnico dessana, sentada y sonriendo para una foto. lleva adornos en su cuerpo y tiene la cara pintada. ciudad de manaos, estado de amazonas, brasil, 28 de octubre de 2024",https://www.shutterstock.com/image-photo/indigenous-woman-dessana-ethnic-group-260nw-2537090725.jpg
971,"chamán indígena de la etnia dessana de la amazonía brasileña en un ritual para recibir a los visitantes de su comunidad cerca de la ciudad de manaos. ciudad de manaos, brasil 21 de octubre de 2024.",https://www.shutterstock.com/image-photo/indigenous-shaman-dessana-ethnic-group-260nw-2534235545.jpg
972,"hombres indígenas de la etnia dessana tuyuka hacen fila para una fotografía con turistas. ciudad de manaos, estado de amazonas, brasil, 11 de noviembre de 2024.",https://www.shutterstock.com/image-photo/indigenous-men-dessana-tuyuka-ethnic-260nw-2544021633.jpg
973,"un grupo de hombres y mujeres indígenas del grupo dessana realizan un baile para dar la bienvenida a los turistas a su comunidad. ciudad de manaos, estado de amazonas, brasil, 9 de noviembre de 2024",https://www.shutterstock.com/image-photo/group-indigenous-men-women-dessana-260nw-2542792333.jpg
974,"un hombre indígena del grupo étnico dessana tuyuka explicando a los turistas sobre su pueblo, cultura y tradiciones. ciudad de manaos, estado de amazonas, brasil, 4 de noviembre de 2024",https://www.shutterstock.com/image-photo/indigenous-man-dessana-tuyuka-ethnic-260nw-2540574085.jpg
975,"aldea de kamayura, brasil - 18 de mayo: el kamayura es una tribu india amenazada de menos de 400 personas. hombre sentado en la puerta de una cabaña el 18 de mayo de 2008, en el pueblo de kamayura.",https://www.shutterstock.com/image-photo/kamayura-village-brazil-may-18-260nw-17926513.jpg
976,"un grupo de hombres y mujeres indígenas del grupo dessana realizan un baile para dar la bienvenida a los turistas a su comunidad. ciudad de manaos, estado de amazonas, brasil, 9 de noviembre de 2024",https://www.shutterstock.com/image-photo/group-indigenous-men-women-dessana-260nw-2542792331.jpg
977,"una joven y hermosa mujer indígena del grupo étnico dessana con maquillaje en los ojos y pintura facial. ciudad de manaos, estado de amazonas, brasil, 2 de noviembre de 2024.",https://www.shutterstock.com/image-photo/young-beautiful-indigenous-woman-dessana-260nw-2539332431.jpg
978,"un hombre indígena del grupo étnico dessana tuyuka explicando a los turistas sobre su pueblo, cultura y tradiciones. ciudad de manaos, estado de amazonas, brasil, 4 de noviembre de 2024",https://www.shutterstock.com/image-photo/indigenous-man-dessana-tuyuka-ethnic-260nw-2540574081.jpg
979,"un hombre indígena del grupo étnico dessana tuyuka explicando a los turistas sobre su pueblo, cultura y tradiciones. ciudad de manaos, estado de amazonas, brasil, 4 de noviembre de 2024",https://www.shutterstock.com/image-photo/indigenous-man-dessana-tuyuka-ethnic-260nw-2540574079.jpg
980,"santa rita, perú - 6 de diciembre de 2019: grupo de los niños de la escuela con el maestro, habitantes locales de la selva amazónica. amazonia. valle de javari, latina américa",https://www.shutterstock.com/image-photo/santa-rita-peru-dec-6-260nw-2513848963.jpg
981,"el viejo chamán indígena del grupo étnico dessana da la bienvenida a los visitantes a su comunidad cerca de la ciudad de manaos. ciudad de manaos, estado de amazonas, brasil, 22 de octubre de 2024.",https://www.shutterstock.com/image-photo/old-indigenous-shaman-dessana-ethnic-260nw-2534247531.jpg
982,"aldea de kamayura, brasil - 18 de mayo: el kamayura es una tribu india amenazada de menos de 400 personas. hombre sentado en la puerta de una cabaña el 18 de mayo de 2008, en el pueblo de kamayura.",https://www.shutterstock.com/image-photo/kamayura-village-brazil-may-18-260nw-17926519.jpg
983,"el viejo chamán indígena del grupo étnico dessana da la bienvenida a los visitantes a su comunidad cerca de la ciudad de manaos. ciudad de manaos, estado de amazonas, brasil, 22 de octubre de 2024.",https://www.shutterstock.com/image-photo/old-indigenous-shaman-dessana-ethnic-260nw-2534247525.jpg
984,"una joven y hermosa mujer indígena del grupo étnico dessana con maquillaje en los ojos y pintura facial. ciudad de manaos, estado de amazonas, brasil, 2 de noviembre de 2024.",https://www.shutterstock.com/image-photo/young-beautiful-indigenous-woman-dessana-260nw-2539332439.jpg
985,"una mujer indígena del grupo étnico dessana tuyuka con adornos en su cuerpo y pinturas en su rostro. ciudad de manaos, estado de amazonas, brasil, 23 de octubre de 2024.",https://www.shutterstock.com/image-photo/indigenous-woman-dessana-tuyuka-ethnic-260nw-2534345923.jpg
986,"sao paulo, sp, brasil - 11 de noviembre de 2021: manos masculinas sujetando un palillo de dientes y representando pintura indígena hecha con pintura natural ""jenipapo"" en el brazo del hombre.",https://www.shutterstock.com/image-photo/sao-paulo-sp-brazil-november-260nw-2164579293.jpg
987,"chamán indígena de la etnia dessana de la amazonía brasileña en un ritual para recibir a los visitantes de su comunidad cerca de la ciudad de manaos. ciudad de manaos, brasil 21 de octubre de 2024.",https://www.shutterstock.com/image-photo/indigenous-shaman-dessana-ethnic-group-260nw-2534235549.jpg
988,amazonia. latina américa - 6 de diciembre de 2019: retrato de una niña de la tribu trh matis - habitante local de la selva amazónica. los matis son nombrados como el pueblo jaguar. atalaia do norte en el valle de javari.,https://www.shutterstock.com/image-photo/amazonia-latin-america-dec-6-260nw-2513848967.jpg
989,"una mujer indígena del grupo étnico dessana tuyuka con adornos en su cuerpo y pinturas en su rostro. ciudad de manaos, estado de amazonas, brasil, 23 de octubre de 2024.",https://www.shutterstock.com/image-photo/indigenous-woman-dessana-tuyuka-ethnic-260nw-2534345913.jpg
990,"chamán indígena de la etnia dessana de la amazonía brasileña en un ritual para recibir a los visitantes de su comunidad cerca de la ciudad de manaos. ciudad de manaos, brasil 21 de octubre de 2024.",https://www.shutterstock.com/image-photo/indigenous-shaman-dessana-ethnic-group-260nw-2534235547.jpg
991,"una mujer indígena del grupo étnico dessana tuyuka con adornos en su cuerpo y pinturas en su rostro. ciudad de manaos, estado de amazonas, brasil, 23 de octubre de 2024.",https://www.shutterstock.com/image-photo/indigenous-woman-dessana-tuyuka-ethnic-260nw-2534345917.jpg
992,"paumari, brasil - 5 de diciembre de 2022: retrato de un joven brasileño en una pequeña aldea a orillas del río yavari en la selva amazónica, valle de javari, amazonia, valle del yavari, sudamérica",https://www.shutterstock.com/image-photo/paumari-brasil-dec-5-2022-260nw-2478523265.jpg
993,"las piernas de una mujer indígena dessana y sus respectivas pinturas y pies descalzos. ciudad de manaos, estado de amazonas, brasil, 10 de noviembre de 2024.",https://www.shutterstock.com/image-photo/legs-indigenous-dessana-woman-her-260nw-2543565597.jpg
994,"una mujer indígena del grupo étnico dessana se sienta en un banco de madera con un fondo borroso. ciudad de manaos, estado de amazonas, brasil, 13 de octubre de 2024.",https://www.shutterstock.com/image-photo/indigenous-woman-dessana-ethnic-group-260nw-2530304639.jpg
995,"una mujer indígena del grupo étnico dessana tuyuka con adornos en su cuerpo y pinturas en su rostro. ciudad de manaos, estado de amazonas, brasil, 23 de octubre de 2024.",https://www.shutterstock.com/image-photo/indigenous-woman-dessana-tuyuka-ethnic-260nw-2534345921.jpg
996,"una mujer indígena dessana con collares y otros adornos en su cuerpo tocando un instrumento de viento. ciudad de manaos, estado de amazonas, brasil, 31 de octubre de 2024.",https://www.shutterstock.com/image-photo/dessana-indigenous-woman-necklaces-other-260nw-2538408161.jpg
997,"una mujer indígena del grupo étnico dessana tuyuka con adornos en su cuerpo y pinturas en su rostro. ciudad de manaos, estado de amazonas, brasil, 23 de octubre de 2024.",https://www.shutterstock.com/image-photo/indigenous-woman-dessana-tuyuka-ethnic-260nw-2534345919.jpg
998,"leticia, colombia - 5 de diciembre de 2021: indio de la tribu huito. hombre nativo amazónico. amazonia. latina américa.",https://www.shutterstock.com/image-photo/leticia-colombia-dec-5-2021-260nw-2498249665.jpg
999,"el viejo chamán indígena del grupo étnico dessana da la bienvenida a los visitantes a su comunidad cerca de la ciudad de manaos. ciudad de manaos, estado de amazonas, brasil, 22 de octubre de 2024.",https://www.shutterstock.com/image-photo/old-indigenous-shaman-dessana-ethnic-260nw-2534247529.jpg
1000,"una mujer indígena dessana con collares y otros adornos en su cuerpo tocando un instrumento de viento. ciudad de manaos, estado de amazonas, brasil, 31 de octubre de 2024.",https://www.shutterstock.com/image-photo/dessana-indigenous-woman-necklaces-other-260nw-2538408173.jpg
1001,"mujeres indígenas del grupo étnico dessana caminando en su comunidad con sus trajes tradicionales y un fondo borroso. ciudad de manaos, estado de amazonas, brasil, 25 de octubre de 2024.",https://www.shutterstock.com/image-photo/indigenous-women-dessana-ethnic-group-260nw-2535433811.jpg
1002,"una mujer indígena del grupo étnico dessana tuyuka con adornos en su cuerpo y pinturas en su rostro. ciudad de manaos, estado de amazonas, brasil, 23 de octubre de 2024.",https://www.shutterstock.com/image-photo/indigenous-woman-dessana-tuyuka-ethnic-260nw-2534345915.jpg
